data_status,task_id,program_id,category,original_loc,slice_loc,loc_ratio,original_executable_statements,slice_executable_statements,executable_statement_ratio,original_cyclomatic_complexity,slice_cyclomatic_complexity,cyclomatic_complexity_ratio
SYNTHETIC_ILLUSTRATIVE,BR-005-T01,BR-005,Branched,8965,3935,0.438929,8648,3776,0.436633,4566,1859,0.407140
SYNTHETIC_ILLUSTRATIVE,BR-005-T02,BR-005,Branched,8965,4076,0.454657,8648,3483,0.402752,4566,1980,0.433640
SYNTHETIC_ILLUSTRATIVE,BR-005-T03,BR-005,Branched,8965,3839,0.428221,8648,2534,0.293016,4566,1837,0.402322
SYNTHETIC_ILLUSTRATIVE,BR-005-T04,BR-005,Branched,8965,4431,0.494255,8648,3765,0.435361,4566,1537,0.336618
SYNTHETIC_ILLUSTRATIVE,BR-006-T01,BR-006,Branched,9716,4207,0.432997,9590,3381,0.352555,5405,2353,0.435338
SYNTHETIC_ILLUSTRATIVE,BR-006-T02,BR-006,Branched,9716,4206,0.432894,9590,3886,0.405214,5405,1756,0.324884
SYNTHETIC_ILLUSTRATIVE,BR-006-T03,BR-006,Branched,9716,3959,0.407472,9590,4234,0.441502,5405,1843,0.340981
SYNTHETIC_ILLUSTRATIVE,BR-006-T04,BR-006,Branched,9716,4017,0.413442,9590,3995,0.416580,5405,1507,0.278816
SYNTHETIC_ILLUSTRATIVE,BR-007-T01,BR-007,Branched,10684,4922,0.460689,7108,3049,0.428953,7245,2466,0.340373
SYNTHETIC_ILLUSTRATIVE,BR-007-T02,BR-007,Branched,10684,4962,0.464433,7108,2450,0.344682,7245,2248,0.310283
SYNTHETIC_ILLUSTRATIVE,BR-007-T03,BR-007,Branched,10684,5860,0.548484,7108,2892,0.406866,7245,2152,0.297032
SYNTHETIC_ILLUSTRATIVE,BR-007-T04,BR-007,Branched,10684,4269,0.399569,7108,2508,0.352842,7245,2152,0.297032
SYNTHETIC_ILLUSTRATIVE,BR-008-T01,BR-008,Branched,11190,5124,0.457909,9940,2752,0.276861,4015,1420,0.353674
SYNTHETIC_ILLUSTRATIVE,BR-008-T02,BR-008,Branched,11190,4909,0.438695,9940,2789,0.280584,4015,1714,0.426899
SYNTHETIC_ILLUSTRATIVE,BR-008-T03,BR-008,Branched,11190,4828,0.431457,9940,3966,0.398994,4015,1161,0.289166
SYNTHETIC_ILLUSTRATIVE,BR-008-T04,BR-008,Branched,11190,5449,0.486953,9940,3132,0.315091,4015,1237,0.308095
SYNTHETIC_ILLUSTRATIVE,BR-009-T01,BR-009,Branched,8135,3801,0.467240,7336,2723,0.371183,4537,1183,0.260745
SYNTHETIC_ILLUSTRATIVE,BR-009-T02,BR-009,Branched,8135,4099,0.503872,7336,3315,0.451881,4537,1538,0.338991
SYNTHETIC_ILLUSTRATIVE,BR-009-T03,BR-009,Branched,8135,3672,0.451383,7336,2817,0.383997,4537,1861,0.410183
SYNTHETIC_ILLUSTRATIVE,BR-009-T04,BR-009,Branched,8135,3174,0.390166,7336,2440,0.332606,4537,1466,0.323121
SYNTHETIC_ILLUSTRATIVE,BR-010-T01,BR-010,Branched,10831,4997,0.461361,6101,1,0.000164,7168,2373,0.331055
SYNTHETIC_ILLUSTRATIVE,BR-010-T02,BR-010,Branched,10831,5454,0.503555,6101,1326,0.217341,7168,2661,0.371233
SYNTHETIC_ILLUSTRATIVE,BR-010-T03,BR-010,Branched,10831,5693,0.525621,6101,2647,0.433863,7168,2909,0.405831
SYNTHETIC_ILLUSTRATIVE,BR-010-T04,BR-010,Branched,10831,5196,0.479734,6101,2156,0.353385,7168,2433,0.339425
SYNTHETIC_ILLUSTRATIVE,BR-011-T01,BR-011,Branched,8378,4188,0.499881,7419,2742,0.369592,7407,2380,0.321318
SYNTHETIC_ILLUSTRATIVE,BR-011-T02,BR-011,Branched,8378,4279,0.510742,7419,3255,0.438738,7407,2731,0.368705
SYNTHETIC_ILLUSTRATIVE,BR-011-T03,BR-011,Branched,8378,3511,0.419074,7419,3366,0.453700,7407,3239,0.437289
SYNTHETIC_ILLUSTRATIVE,BR-011-T04,BR-011,Branched,8378,4243,0.506445,7419,3127,0.421485,7407,3143,0.424328
SYNTHETIC_ILLUSTRATIVE,BR-012-T01,BR-012,Branched,10433,4457,0.427202,6625,1772,0.267472,6620,2439,0.368429
SYNTHETIC_ILLUSTRATIVE,BR-012-T02,BR-012,Branched,10433,4407,0.422410,6625,2184,0.329660,6620,2845,0.429758
SYNTHETIC_ILLUSTRATIVE,BR-012-T03,BR-012,Branched,10433,5411,0.518643,6625,1902,0.287094,6620,1799,0.271752
SYNTHETIC_ILLUSTRATIVE,BR-012-T04,BR-012,Branched,10433,5007,0.479919,6625,1964,0.296453,6620,2306,0.348338
SYNTHETIC_ILLUSTRATIVE,BR-013-T01,BR-013,Branched,9278,3662,0.394697,6859,2193,0.319726,6048,2113,0.349372
SYNTHETIC_ILLUSTRATIVE,BR-013-T02,BR-013,Branched,9278,4762,0.513257,6859,2788,0.406473,6048,1949,0.322255
SYNTHETIC_ILLUSTRATIVE,BR-013-T03,BR-013,Branched,9278,4576,0.493210,6859,2307,0.336346,6048,1758,0.290675
SYNTHETIC_ILLUSTRATIVE,BR-013-T04,BR-013,Branched,9278,4372,0.471222,6859,2323,0.338679,6048,2214,0.366071
SYNTHETIC_ILLUSTRATIVE,BR-014-T01,BR-014,Branched,9395,3697,0.393507,9707,4115,0.423921,7250,2381,0.328414
SYNTHETIC_ILLUSTRATIVE,BR-014-T02,BR-014,Branched,9395,5145,0.547632,9707,2532,0.260843,7250,3096,0.427034
SYNTHETIC_ILLUSTRATIVE,BR-014-T03,BR-014,Branched,9395,4705,0.500798,9707,3379,0.348099,7250,2494,0.344000
SYNTHETIC_ILLUSTRATIVE,BR-014-T04,BR-014,Branched,9395,3698,0.393614,9707,2881,0.296796,7250,2979,0.410897
SYNTHETIC_ILLUSTRATIVE,BR-015-T01,BR-015,Branched,10601,5774,0.544666,7509,2271,0.302437,7690,2724,0.354226
SYNTHETIC_ILLUSTRATIVE,BR-015-T02,BR-015,Branched,10601,4721,0.445335,7509,3410,0.454122,7690,3192,0.415085
SYNTHETIC_ILLUSTRATIVE,BR-015-T03,BR-015,Branched,10601,5627,0.530799,7509,3266,0.434945,7690,3180,0.413524
SYNTHETIC_ILLUSTRATIVE,BR-015-T04,BR-015,Branched,10601,5015,0.473069,7509,2237,0.297909,7690,3348,0.435371
SYNTHETIC_ILLUSTRATIVE,BR-016-T01,BR-016,Branched,8586,4039,0.470417,8056,3281,0.407274,5922,2290,0.386694
SYNTHETIC_ILLUSTRATIVE,BR-016-T02,BR-016,Branched,8586,3511,0.408922,8056,2313,0.287115,5922,1783,0.301081
SYNTHETIC_ILLUSTRATIVE,BR-016-T03,BR-016,Branched,8586,4069,0.473911,8056,2418,0.300149,5922,2238,0.377913
SYNTHETIC_ILLUSTRATIVE,BR-016-T04,BR-016,Branched,8586,4102,0.477754,8056,2497,0.309955,5922,2458,0.415062
SYNTHETIC_ILLUSTRATIVE,BR-017-T01,BR-017,Branched,8729,3808,0.436247,8581,2436,0.283883,5328,2246,0.421547
SYNTHETIC_ILLUSTRATIVE,BR-017-T02,BR-017,Branched,8729,4527,0.518616,8581,2850,0.332129,5328,2030,0.381006
SYNTHETIC_ILLUSTRATIVE,BR-017-T03,BR-017,Branched,8729,3891,0.445756,8581,2672,0.311386,5328,2070,0.388514
SYNTHETIC_ILLUSTRATIVE,BR-017-T04,BR-017,Branched,8729,4789,0.548631,8581,3466,0.403916,5328,1407,0.264077
SYNTHETIC_ILLUSTRATIVE,BR-018-T01,BR-018,Branched,10463,5307,0.507216,6678,2462,0.368673,5384,1794,0.333210
SYNTHETIC_ILLUSTRATIVE,BR-018-T02,BR-018,Branched,10463,4197,0.401128,6678,1853,0.277478,5384,1517,0.281761
SYNTHETIC_ILLUSTRATIVE,BR-018-T03,BR-018,Branched,10463,4572,0.436968,6678,1931,0.289158,5384,1937,0.359770
SYNTHETIC_ILLUSTRATIVE,BR-018-T04,BR-018,Branched,10463,5720,0.546688,6678,1935,0.289757,5384,1494,0.277489
SYNTHETIC_ILLUSTRATIVE,BR-019-T01,BR-019,Branched,9351,3916,0.418779,9106,2574,0.282671,6656,2811,0.422326
SYNTHETIC_ILLUSTRATIVE,BR-019-T02,BR-019,Branched,9351,4596,0.491498,9106,3815,0.418955,6656,2354,0.353666
SYNTHETIC_ILLUSTRATIVE,BR-019-T03,BR-019,Branched,9351,4233,0.452679,9106,2886,0.316934,6656,2531,0.380258
SYNTHETIC_ILLUSTRATIVE,BR-019-T04,BR-019,Branched,9351,4821,0.515560,9106,2476,0.271909,6656,2423,0.364032
SYNTHETIC_ILLUSTRATIVE,BR-020-T01,BR-020,Branched,11634,5984,0.514354,7967,3048,0.382578,4147,1340,0.323125
SYNTHETIC_ILLUSTRATIVE,BR-020-T02,BR-020,Branched,11634,5116,0.439746,7967,3274,0.410945,4147,1633,0.393779
SYNTHETIC_ILLUSTRATIVE,BR-020-T03,BR-020,Branched,11634,4945,0.425047,7967,2302,0.288942,4147,1434,0.345792
SYNTHETIC_ILLUSTRATIVE,BR-020-T04,BR-020,Branched,11634,5697,0.489685,7967,2065,0.259194,4147,1490,0.359296
SYNTHETIC_ILLUSTRATIVE,BR-021-T01,BR-021,Branched,8999,4605,0.511724,8338,2829,0.339290,5725,1641,0.286638
SYNTHETIC_ILLUSTRATIVE,BR-021-T02,BR-021,Branched,8999,3544,0.393822,8338,2505,0.300432,5725,1926,0.336419
SYNTHETIC_ILLUSTRATIVE,BR-021-T03,BR-021,Branched,8999,4531,0.503500,8338,2880,0.345407,5725,1628,0.284367
SYNTHETIC_ILLUSTRATIVE,BR-021-T04,BR-021,Branched,8999,3921,0.435715,8338,3548,0.425522,5725,1776,0.310218
SYNTHETIC_ILLUSTRATIVE,BR-022-T01,BR-022,Branched,10827,4503,0.415905,8049,3273,0.406634,4134,1512,0.365747
SYNTHETIC_ILLUSTRATIVE,BR-022-T02,BR-022,Branched,10827,5541,0.511776,8049,2239,0.278171,4134,1370,0.331398
SYNTHETIC_ILLUSTRATIVE,BR-022-T03,BR-022,Branched,10827,5779,0.533758,8049,2790,0.346627,4134,1290,0.312046
SYNTHETIC_ILLUSTRATIVE,BR-022-T04,BR-022,Branched,10827,5319,0.491272,8049,2630,0.326749,4134,1477,0.357281
SYNTHETIC_ILLUSTRATIVE,BR-023-T01,BR-023,Branched,10527,5767,0.547829,6380,1787,0.280094,5441,2108,0.387429
SYNTHETIC_ILLUSTRATIVE,BR-023-T02,BR-023,Branched,10527,5154,0.489598,6380,1916,0.300313,5441,1763,0.324021
SYNTHETIC_ILLUSTRATIVE,BR-023-T03,BR-023,Branched,10527,5719,0.543270,6380,2305,0.361285,5441,1868,0.343319
SYNTHETIC_ILLUSTRATIVE,BR-023-T04,BR-023,Branched,10527,4336,0.411893,6380,2697,0.422727,5441,1466,0.269436
SYNTHETIC_ILLUSTRATIVE,BR-024-T01,BR-024,Branched,10375,4909,0.473157,9622,3630,0.377260,7822,3357,0.429174
SYNTHETIC_ILLUSTRATIVE,BR-024-T02,BR-024,Branched,10375,5183,0.499566,9622,3000,0.311785,7822,2348,0.300179
SYNTHETIC_ILLUSTRATIVE,BR-024-T03,BR-024,Branched,10375,4443,0.428241,9622,3485,0.362191,7822,2179,0.278573
SYNTHETIC_ILLUSTRATIVE,BR-024-T04,BR-024,Branched,10375,4070,0.392289,9622,2810,0.292039,7822,2347,0.300051
SYNTHETIC_ILLUSTRATIVE,BR-025-T01,BR-025,Branched,8323,3282,0.394329,6770,2884,0.425997,7981,3305,0.414109
SYNTHETIC_ILLUSTRATIVE,BR-025-T02,BR-025,Branched,8323,4128,0.495975,6770,2363,0.349040,7981,2644,0.331287
SYNTHETIC_ILLUSTRATIVE,BR-025-T03,BR-025,Branched,8323,3872,0.465217,6770,2810,0.415066,7981,3139,0.393309
SYNTHETIC_ILLUSTRATIVE,BR-025-T04,BR-025,Branched,8323,3861,0.463895,6770,2628,0.388183,7981,2856,0.357850
SYNTHETIC_ILLUSTRATIVE,BR-026-T01,BR-026,Branched,10339,5548,0.536609,9855,2854,0.289599,4618,1804,0.390645
SYNTHETIC_ILLUSTRATIVE,BR-026-T02,BR-026,Branched,10339,5189,0.501886,9855,3535,0.358701,4618,1359,0.294283
SYNTHETIC_ILLUSTRATIVE,BR-026-T03,BR-026,Branched,10339,4730,0.457491,9855,3044,0.308879,4618,1964,0.425292
SYNTHETIC_ILLUSTRATIVE,BR-026-T04,BR-026,Branched,10339,4353,0.421027,9855,3161,0.320751,4618,1634,0.353833
SYNTHETIC_ILLUSTRATIVE,BR-027-T01,BR-027,Branched,11112,4772,0.429446,9285,3124,0.336457,4793,1408,0.293762
SYNTHETIC_ILLUSTRATIVE,BR-027-T02,BR-027,Branched,11112,5442,0.489741,9285,3367,0.362628,4793,1490,0.310870
SYNTHETIC_ILLUSTRATIVE,BR-027-T03,BR-027,Branched,11112,6060,0.545356,9285,4198,0.452127,4793,1540,0.321302
SYNTHETIC_ILLUSTRATIVE,BR-027-T04,BR-027,Branched,11112,4988,0.448884,9285,3526,0.379752,4793,1581,0.329856
SYNTHETIC_ILLUSTRATIVE,BR-028-T01,BR-028,Branched,9372,3836,0.409304,9844,3707,0.376575,4705,1715,0.364506
SYNTHETIC_ILLUSTRATIVE,BR-028-T02,BR-028,Branched,9372,4539,0.484315,9844,3987,0.405018,4705,1422,0.302232
SYNTHETIC_ILLUSTRATIVE,BR-028-T03,BR-028,Branched,9372,4961,0.529343,9844,4395,0.446465,4705,1294,0.275027
SYNTHETIC_ILLUSTRATIVE,BR-028-T04,BR-028,Branched,9372,4122,0.439821,9844,4243,0.431024,4705,1793,0.381084
SYNTHETIC_ILLUSTRATIVE,BR-029-T01,BR-029,Branched,9133,3629,0.397350,6106,1667,0.273010,4542,1458,0.321004
SYNTHETIC_ILLUSTRATIVE,BR-029-T02,BR-029,Branched,9133,4623,0.506186,6106,2539,0.415821,4542,1676,0.369000
SYNTHETIC_ILLUSTRATIVE,BR-029-T03,BR-029,Branched,9133,3930,0.430308,6106,2733,0.447593,4542,1810,0.398503
SYNTHETIC_ILLUSTRATIVE,BR-029-T04,BR-029,Branched,9133,3744,0.409942,6106,2596,0.425156,4542,1742,0.383531
SYNTHETIC_ILLUSTRATIVE,BR-030-T01,BR-030,Branched,11844,5290,0.446640,6319,2835,0.448647,6201,1793,0.289147
SYNTHETIC_ILLUSTRATIVE,BR-030-T02,BR-030,Branched,11844,5642,0.476359,6319,1917,0.303371,6201,2513,0.405257
SYNTHETIC_ILLUSTRATIVE,BR-030-T03,BR-030,Branched,11844,5853,0.494174,6319,2555,0.404336,6201,2209,0.356233
SYNTHETIC_ILLUSTRATIVE,BR-030-T04,BR-030,Branched,11844,5244,0.442756,6319,1969,0.311600,6201,2511,0.404935
SYNTHETIC_ILLUSTRATIVE,BR-031-T01,BR-031,Branched,9184,4206,0.457970,6118,2332,0.381170,6400,1929,0.301406
SYNTHETIC_ILLUSTRATIVE,BR-031-T02,BR-031,Branched,9184,3988,0.434233,6118,2215,0.362046,6400,1928,0.301250
SYNTHETIC_ILLUSTRATIVE,BR-031-T03,BR-031,Branched,9184,3883,0.422801,6118,2137,0.349297,6400,1855,0.289844
SYNTHETIC_ILLUSTRATIVE,BR-031-T04,BR-031,Branched,9184,4517,0.491834,6118,1972,0.322328,6400,2617,0.408906
SYNTHETIC_ILLUSTRATIVE,BR-032-T01,BR-032,Branched,10716,4274,0.398843,8719,3460,0.396834,6064,1619,0.266985
SYNTHETIC_ILLUSTRATIVE,BR-032-T02,BR-032,Branched,10716,4846,0.452221,8719,2475,0.283863,6064,2617,0.431563
SYNTHETIC_ILLUSTRATIVE,BR-032-T03,BR-032,Branched,10716,4305,0.401736,8719,3194,0.366326,6064,2118,0.349274
SYNTHETIC_ILLUSTRATIVE,BR-032-T04,BR-032,Branched,10716,4402,0.410788,8719,3211,0.368276,6064,1848,0.304749
SYNTHETIC_ILLUSTRATIVE,BR-033-T01,BR-033,Branched,11853,6036,0.509238,6608,1779,0.269219,5478,1629,0.297371
SYNTHETIC_ILLUSTRATIVE,BR-033-T02,BR-033,Branched,11853,5460,0.460643,6608,2219,0.335805,5478,2192,0.400146
SYNTHETIC_ILLUSTRATIVE,BR-033-T03,BR-033,Branched,11853,5860,0.494390,6608,1908,0.288741,5478,1840,0.335889
SYNTHETIC_ILLUSTRATIVE,BR-033-T04,BR-033,Branched,11853,4839,0.408251,6608,2678,0.405266,5478,1453,0.265243
SYNTHETIC_ILLUSTRATIVE,BR-034-T01,BR-034,Branched,10934,5721,0.523230,9090,3940,0.433443,4204,1583,0.376546
SYNTHETIC_ILLUSTRATIVE,BR-034-T02,BR-034,Branched,10934,5303,0.485001,9090,3975,0.437294,4204,1460,0.347288
SYNTHETIC_ILLUSTRATIVE,BR-034-T03,BR-034,Branched,10934,4732,0.432778,9090,4063,0.446975,4204,1438,0.342055
SYNTHETIC_ILLUSTRATIVE,BR-034-T04,BR-034,Branched,10934,4993,0.456649,9090,2567,0.282398,4204,1283,0.305186
SYNTHETIC_ILLUSTRATIVE,BR-035-T01,BR-035,Branched,8725,4253,0.487450,7674,2657,0.346234,4391,1639,0.373263
SYNTHETIC_ILLUSTRATIVE,BR-035-T02,BR-035,Branched,8725,3639,0.417077,7674,2291,0.298541,4391,1186,0.270098
SYNTHETIC_ILLUSTRATIVE,BR-035-T03,BR-035,Branched,8725,4280,0.490544,7674,3448,0.449309,4391,1453,0.330904
SYNTHETIC_ILLUSTRATIVE,BR-035-T04,BR-035,Branched,8725,3621,0.415014,7674,3487,0.454391,4391,1382,0.314735
SYNTHETIC_ILLUSTRATIVE,BR-036-T01,BR-036,Branched,9426,4747,0.503607,8567,2865,0.334423,6374,1898,0.297772
SYNTHETIC_ILLUSTRATIVE,BR-036-T02,BR-036,Branched,9426,5001,0.530554,8567,3559,0.415431,6374,1770,0.277691
SYNTHETIC_ILLUSTRATIVE,BR-036-T03,BR-036,Branched,9426,4440,0.471038,8567,2757,0.321816,6374,2594,0.406966
SYNTHETIC_ILLUSTRATIVE,BR-036-T04,BR-036,Branched,9426,3906,0.414386,8567,3632,0.423952,6374,1740,0.272984
SYNTHETIC_ILLUSTRATIVE,BR-037-T01,BR-037,Branched,11334,5988,0.528322,7167,2434,0.339612,4110,1758,0.427737
SYNTHETIC_ILLUSTRATIVE,BR-037-T02,BR-037,Branched,11334,5118,0.451562,7167,3219,0.449142,4110,1768,0.430170
SYNTHETIC_ILLUSTRATIVE,BR-037-T03,BR-037,Branched,11334,4590,0.404976,7167,2465,0.343937,4110,1246,0.303163
SYNTHETIC_ILLUSTRATIVE,BR-037-T04,BR-037,Branched,11334,4674,0.412388,7167,1954,0.272638,4110,1118,0.272019
SYNTHETIC_ILLUSTRATIVE,BR-038-T01,BR-038,Branched,10446,4117,0.394122,9908,2759,0.278462,6228,2515,0.403821
SYNTHETIC_ILLUSTRATIVE,BR-038-T02,BR-038,Branched,10446,4586,0.439020,9908,3310,0.334073,6228,1948,0.312781
SYNTHETIC_ILLUSTRATIVE,BR-038-T03,BR-038,Branched,10446,4670,0.447061,9908,4031,0.406843,6228,1915,0.307482
SYNTHETIC_ILLUSTRATIVE,BR-038-T04,BR-038,Branched,10446,5500,0.526517,9908,3287,0.331752,6228,2217,0.355973
SYNTHETIC_ILLUSTRATIVE,BR-039-T01,BR-039,Branched,10279,5620,0.546746,7003,2234,0.319006,6071,2508,0.413112
SYNTHETIC_ILLUSTRATIVE,BR-039-T02,BR-039,Branched,10279,5617,0.546454,7003,2337,0.333714,6071,2122,0.349531
SYNTHETIC_ILLUSTRATIVE,BR-039-T03,BR-039,Branched,10279,4213,0.409865,7003,2784,0.397544,6071,1738,0.286279
SYNTHETIC_ILLUSTRATIVE,BR-039-T04,BR-039,Branched,10279,4805,0.467458,7003,2595,0.370555,6071,1623,0.267337
SYNTHETIC_ILLUSTRATIVE,BR-040-T01,BR-040,Branched,10890,4674,0.429201,6099,1,0.000164,4957,2055,0.414565
SYNTHETIC_ILLUSTRATIVE,BR-040-T02,BR-040,Branched,10890,5911,0.542792,6099,1,0.000164,4957,2157,0.435142
SYNTHETIC_ILLUSTRATIVE,BR-040-T03,BR-040,Branched,10890,5495,0.504591,6099,1,0.000164,4957,1627,0.328223
SYNTHETIC_ILLUSTRATIVE,BR-041-T01,BR-041,Branched,8105,4279,0.527946,8646,3286,0.380060,6807,2550,0.374614
SYNTHETIC_ILLUSTRATIVE,BR-041-T02,BR-041,Branched,8105,4329,0.534115,8646,3343,0.386653,6807,2262,0.332305
SYNTHETIC_ILLUSTRATIVE,BR-041-T03,BR-041,Branched,8105,4449,0.548920,8646,2646,0.306037,6807,2830,0.415748
SYNTHETIC_ILLUSTRATIVE,BR-042-T01,BR-042,Branched,10111,4615,0.456434,9682,3915,0.404359,6322,2097,0.331699
SYNTHETIC_ILLUSTRATIVE,BR-042-T02,BR-042,Branched,10111,4390,0.434181,9682,3558,0.367486,6322,2709,0.428504
SYNTHETIC_ILLUSTRATIVE,BR-042-T03,BR-042,Branched,10111,5101,0.504500,9682,3055,0.315534,6322,1979,0.313034
SYNTHETIC_ILLUSTRATIVE,BR-043-T01,BR-043,Branched,8732,4596,0.526340,7654,2020,0.263914,6768,1885,0.278517
SYNTHETIC_ILLUSTRATIVE,BR-043-T02,BR-043,Branched,8732,3905,0.447206,7654,2047,0.267442,6768,2422,0.357861
SYNTHETIC_ILLUSTRATIVE,BR-043-T03,BR-043,Branched,8732,4264,0.488319,7654,2595,0.339038,6768,2759,0.407654
SYNTHETIC_ILLUSTRATIVE,BR-044-T01,BR-044,Branched,8940,4395,0.491611,9660,3651,0.377950,4893,1853,0.378704
SYNTHETIC_ILLUSTRATIVE,BR-044-T02,BR-044,Branched,8940,4371,0.488926,9660,3548,0.367288,4893,2007,0.410178
SYNTHETIC_ILLUSTRATIVE,BR-044-T03,BR-044,Branched,8940,3777,0.422483,9660,4312,0.446377,4893,1377,0.281422
SYNTHETIC_ILLUSTRATIVE,BR-045-T01,BR-045,Branched,8854,4118,0.465101,9951,2573,0.258567,4568,1360,0.297723
SYNTHETIC_ILLUSTRATIVE,BR-045-T02,BR-045,Branched,8854,4378,0.494466,9951,3293,0.330922,4568,1240,0.271454
SYNTHETIC_ILLUSTRATIVE,BR-045-T03,BR-045,Branched,8854,4687,0.529365,9951,4151,0.417144,4568,1901,0.416156
SYNTHETIC_ILLUSTRATIVE,BR-046-T01,BR-046,Branched,8701,3791,0.435697,9167,4127,0.450202,5710,1925,0.337128
SYNTHETIC_ILLUSTRATIVE,BR-046-T02,BR-046,Branched,8701,3821,0.439145,9167,2668,0.291044,5710,2081,0.364448
SYNTHETIC_ILLUSTRATIVE,BR-046-T03,BR-046,Branched,8701,4469,0.513619,9167,3677,0.401113,5710,1711,0.299650
SYNTHETIC_ILLUSTRATIVE,BR-047-T01,BR-047,Branched,8208,4028,0.490741,8261,2976,0.360247,5379,2101,0.390593
SYNTHETIC_ILLUSTRATIVE,BR-047-T02,BR-047,Branched,8208,3672,0.447368,8261,2492,0.301658,5379,1412,0.262502
SYNTHETIC_ILLUSTRATIVE,BR-047-T03,BR-047,Branched,8208,3744,0.456140,8261,3383,0.409515,5379,1507,0.280164
SYNTHETIC_ILLUSTRATIVE,BR-048-T01,BR-048,Branched,10613,5440,0.512579,9422,3245,0.344407,6405,2327,0.363310
SYNTHETIC_ILLUSTRATIVE,BR-048-T02,BR-048,Branched,10613,4183,0.394139,9422,3555,0.377308,6405,2109,0.329274
SYNTHETIC_ILLUSTRATIVE,BR-048-T03,BR-048,Branched,10613,4585,0.432017,9422,2855,0.303014,6405,2371,0.370180
SYNTHETIC_ILLUSTRATIVE,BR-049-T01,BR-049,Branched,10672,4868,0.456147,6846,2608,0.380952,5495,1924,0.350136
SYNTHETIC_ILLUSTRATIVE,BR-049-T02,BR-049,Branched,10672,4815,0.451181,6846,2889,0.421998,5495,1536,0.279527
SYNTHETIC_ILLUSTRATIVE,BR-049-T03,BR-049,Branched,10672,4631,0.433939,6846,2820,0.411919,5495,1746,0.317743
SYNTHETIC_ILLUSTRATIVE,BR-050-T01,BR-050,Branched,11755,5069,0.431221,9415,3092,0.328412,6350,1694,0.266772
SYNTHETIC_ILLUSTRATIVE,BR-050-T02,BR-050,Branched,11755,4913,0.417950,9415,3070,0.326075,6350,2434,0.383307
SYNTHETIC_ILLUSTRATIVE,BR-050-T03,BR-050,Branched,11755,4762,0.405104,9415,2966,0.315029,6350,2307,0.363307
SYNTHETIC_ILLUSTRATIVE,BR-051-T01,BR-051,Branched,10838,4391,0.405149,7533,2418,0.320988,5251,1547,0.294611
SYNTHETIC_ILLUSTRATIVE,BR-051-T02,BR-051,Branched,10838,4935,0.455342,7533,3216,0.426922,5251,1686,0.321082
SYNTHETIC_ILLUSTRATIVE,BR-051-T03,BR-051,Branched,10838,5013,0.462539,7533,3387,0.449622,5251,1954,0.372120
SYNTHETIC_ILLUSTRATIVE,BR-052-T01,BR-052,Branched,11196,4511,0.402912,9073,3817,0.420699,6174,2227,0.360706
SYNTHETIC_ILLUSTRATIVE,BR-052-T02,BR-052,Branched,11196,5944,0.530904,9073,2668,0.294059,6174,1766,0.286038
