data_status,task_id,program_id,category,repetition,original_dynamic_ms,slice_dynamic_ms,dynamic_ratio,original_path_derivation_ms,slice_path_derivation_ms,path_derivation_ratio,original_smt_ms,slice_smt_ms,smt_ratio,original_other_ms,slice_slicing_ms,slice_other_ms,original_total_ms,slice_total_ms,total_ratio
SYNTHETIC_ILLUSTRATIVE,BR-001-T02,BR-001,Branched,1,62.830000,41.467800,0.660000,80.340000,57.845511,0.720009,69.010000,44.926731,0.651018,74.263000,7.161075,45.088641,286.443000,196.489758,0.685965
SYNTHETIC_ILLUSTRATIVE,BR-001-T02,BR-001,Branched,2,59.780000,39.454800,0.660000,76.440000,55.037476,0.720009,65.660000,42.745822,0.651018,70.658000,6.813450,42.899872,272.538000,186.951421,0.685965
SYNTHETIC_ILLUSTRATIVE,BR-001-T02,BR-001,Branched,3,62.220000,41.065200,0.660000,79.560000,57.283904,0.720009,68.340000,44.490550,0.651018,73.542000,7.091550,44.650887,283.662000,194.582091,0.685965
SYNTHETIC_ILLUSTRATIVE,BR-001-T02,BR-001,Branched,4,59.170000,39.052200,0.660000,75.660000,54.475870,0.720009,64.990000,42.309640,0.651018,69.937000,6.743925,42.462118,269.757000,185.043753,0.685965
SYNTHETIC_ILLUSTRATIVE,BR-001-T02,BR-001,Branched,5,61.610000,40.662600,0.660000,78.780000,56.722297,0.720009,67.670000,44.054368,0.651018,72.821000,7.022025,44.213133,280.881000,192.674423,0.685965
SYNTHETIC_ILLUSTRATIVE,BR-001-T02,BR-001,Branched,6,58.560000,38.649600,0.660000,74.880000,53.914263,0.720009,64.320000,41.873458,0.651018,69.216000,6.674400,42.024364,266.976000,183.136086,0.685965
SYNTHETIC_ILLUSTRATIVE,BR-001-T02,BR-001,Branched,7,61.000000,40.260000,0.660000,78.000000,56.160690,0.720009,67.000000,43.618186,0.651018,72.100000,6.952500,43.775380,278.100000,190.766756,0.685965
SYNTHETIC_ILLUSTRATIVE,BR-001-T02,BR-001,Branched,8,63.440000,41.870400,0.660000,81.120000,58.407118,0.720009,69.680000,45.362913,0.651018,74.984000,7.230600,45.526395,289.224000,198.397426,0.685965
SYNTHETIC_ILLUSTRATIVE,BR-001-T02,BR-001,Branched,9,60.390000,39.857400,0.660000,77.220000,55.599083,0.720009,66.330000,43.182004,0.651018,71.379000,6.882975,43.337626,275.319000,188.859088,0.685965
SYNTHETIC_ILLUSTRATIVE,BR-001-T02,BR-001,Branched,10,62.830000,41.467800,0.660000,80.340000,57.845511,0.720009,69.010000,44.926731,0.651018,74.263000,7.161075,45.088641,286.443000,196.489758,0.685965
SYNTHETIC_ILLUSTRATIVE,BR-001-T03,BR-001,Branched,1,77.600000,50.905600,0.656000,97.970000,70.147387,0.716009,93.120000,62.205808,0.668018,94.041500,9.068288,55.042960,362.731500,247.370043,0.681965
SYNTHETIC_ILLUSTRATIVE,BR-001-T03,BR-001,Branched,2,80.800000,53.004800,0.656000,102.010000,73.040063,0.716009,96.960000,64.770996,0.668018,97.919500,9.442238,57.312773,377.689500,257.570869,0.681965
SYNTHETIC_ILLUSTRATIVE,BR-001-T03,BR-001,Branched,3,76.800000,50.380800,0.656000,96.960000,69.424218,0.716009,92.160000,61.564511,0.668018,93.072000,8.974800,54.475507,358.992000,244.819836,0.681965
SYNTHETIC_ILLUSTRATIVE,BR-001-T03,BR-001,Branched,4,80.000000,52.480000,0.656000,101.000000,72.316894,0.716009,96.000000,64.129699,0.668018,96.950000,9.348750,56.745320,373.950000,255.020663,0.681965
SYNTHETIC_ILLUSTRATIVE,BR-001-T03,BR-001,Branched,5,83.200000,54.579200,0.656000,105.040000,75.209570,0.716009,99.840000,66.694887,0.668018,100.828000,9.722700,59.015133,388.908000,265.221489,0.681965
SYNTHETIC_ILLUSTRATIVE,BR-001-T03,BR-001,Branched,6,79.200000,51.955200,0.656000,99.990000,71.593725,0.716009,95.040000,63.488402,0.668018,95.980500,9.255262,56.177867,370.210500,252.470456,0.681965
SYNTHETIC_ILLUSTRATIVE,BR-001-T03,BR-001,Branched,7,82.400000,54.054400,0.656000,104.030000,74.486401,0.716009,98.880000,66.053590,0.668018,99.858500,9.629212,58.447680,385.168500,262.671283,0.681965
SYNTHETIC_ILLUSTRATIVE,BR-001-T03,BR-001,Branched,8,78.400000,51.430400,0.656000,98.980000,70.870556,0.716009,94.080000,62.847105,0.668018,95.011000,9.161775,55.610414,366.471000,249.920250,0.681965
SYNTHETIC_ILLUSTRATIVE,BR-001-T03,BR-001,Branched,9,81.600000,53.529600,0.656000,103.020000,73.763232,0.716009,97.920000,65.412293,0.668018,98.889000,9.535725,57.880226,381.429000,260.121076,0.681965
SYNTHETIC_ILLUSTRATIVE,BR-001-T03,BR-001,Branched,10,77.600000,50.905600,0.656000,97.970000,70.147387,0.716009,93.120000,62.205808,0.668018,94.041500,9.068288,55.042960,362.731500,247.370043,0.681965
SYNTHETIC_ILLUSTRATIVE,BR-001-T04,BR-001,Branched,1,99.000000,64.548000,0.652000,124.000000,88.289097,0.712009,125.000000,83.002212,0.664018,121.800000,11.745000,70.923460,469.800000,318.507770,0.677965
SYNTHETIC_ILLUSTRATIVE,BR-001-T04,BR-001,Branched,2,102.960000,67.129920,0.652000,128.960000,91.820661,0.712009,130.000000,86.322301,0.664018,126.672000,12.214800,73.760399,488.592000,331.248081,0.677965
SYNTHETIC_ILLUSTRATIVE,BR-001-T04,BR-001,Branched,3,98.010000,63.902520,0.652000,122.760000,87.406206,0.712009,123.750000,82.172190,0.664018,120.582000,11.627550,70.214226,465.102000,315.322692,0.677965
SYNTHETIC_ILLUSTRATIVE,BR-001-T04,BR-001,Branched,4,101.970000,66.484440,0.652000,127.720000,90.937770,0.712009,128.750000,85.492279,0.664018,125.454000,12.097350,73.051164,483.894000,328.063003,0.677965
SYNTHETIC_ILLUSTRATIVE,BR-001-T04,BR-001,Branched,5,97.020000,63.257040,0.652000,121.520000,86.523315,0.712009,122.500000,81.342168,0.664018,119.364000,11.510100,69.504991,460.404000,312.137615,0.677965
SYNTHETIC_ILLUSTRATIVE,BR-001-T04,BR-001,Branched,6,100.980000,65.838960,0.652000,126.480000,90.054879,0.712009,127.500000,84.662257,0.664018,124.236000,11.979900,72.341929,479.196000,324.877925,0.677965
SYNTHETIC_ILLUSTRATIVE,BR-001-T04,BR-001,Branched,7,96.030000,62.611560,0.652000,120.280000,85.640424,0.712009,121.250000,80.512146,0.664018,118.146000,11.392650,68.795756,455.706000,308.952537,0.677965
SYNTHETIC_ILLUSTRATIVE,BR-001-T04,BR-001,Branched,8,99.990000,65.193480,0.652000,125.240000,89.171988,0.712009,126.250000,83.832235,0.664018,123.018000,11.862450,71.632695,474.498000,321.692848,0.677965
SYNTHETIC_ILLUSTRATIVE,BR-001-T04,BR-001,Branched,9,95.040000,61.966080,0.652000,119.040000,84.757533,0.712009,120.000000,79.682124,0.664018,116.928000,11.275200,68.086522,451.008000,305.767459,0.677965
SYNTHETIC_ILLUSTRATIVE,BR-001-T04,BR-001,Branched,10,99.000000,64.548000,0.652000,124.000000,88.289097,0.712009,125.000000,83.002212,0.664018,121.800000,11.745000,70.923460,469.800000,318.507770,0.677965
SYNTHETIC_ILLUSTRATIVE,BR-002-T01,BR-002,Branched,1,121.540000,78.757920,0.648000,151.410000,110.379230,0.729009,45.320000,29.912002,0.660018,111.394500,10.741612,59.787899,429.664500,289.578664,0.673965
SYNTHETIC_ILLUSTRATIVE,BR-002-T01,BR-002,Branched,2,115.640000,74.934720,0.648000,144.060000,105.021015,0.729009,43.120000,28.459963,0.660018,105.987000,10.220175,56.885574,408.807000,275.521447,0.673965
SYNTHETIC_ILLUSTRATIVE,BR-002-T01,BR-002,Branched,3,120.360000,77.993280,0.648000,149.940000,109.307587,0.729009,44.880000,29.621594,0.660018,110.313000,10.637325,59.207434,425.493000,286.767220,0.673965
SYNTHETIC_ILLUSTRATIVE,BR-002-T01,BR-002,Branched,4,114.460000,74.170080,0.648000,142.590000,103.949372,0.729009,42.680000,28.169555,0.660018,104.905500,10.115888,56.305109,404.635500,272.710004,0.673965
SYNTHETIC_ILLUSTRATIVE,BR-002-T01,BR-002,Branched,5,119.180000,77.228640,0.648000,148.470000,108.235944,0.729009,44.440000,29.331187,0.660018,109.231500,10.533038,58.626969,421.321500,283.955777,0.673965
SYNTHETIC_ILLUSTRATIVE,BR-002-T01,BR-002,Branched,6,113.280000,73.405440,0.648000,141.120000,102.877729,0.729009,42.240000,27.879148,0.660018,103.824000,10.011600,55.724644,400.464000,269.898560,0.673965
SYNTHETIC_ILLUSTRATIVE,BR-002-T01,BR-002,Branched,7,118.000000,76.464000,0.648000,147.000000,107.164301,0.729009,44.000000,29.040779,0.660018,108.150000,10.428750,58.046504,417.150000,281.144334,0.673965
SYNTHETIC_ILLUSTRATIVE,BR-002-T01,BR-002,Branched,8,122.720000,79.522560,0.648000,152.880000,111.450873,0.729009,45.760000,30.202410,0.660018,112.476000,10.845900,60.368364,433.836000,292.390107,0.673965
SYNTHETIC_ILLUSTRATIVE,BR-002-T01,BR-002,Branched,9,116.820000,75.699360,0.648000,145.530000,106.092658,0.729009,43.560000,28.750371,0.660018,107.068500,10.324462,57.466039,412.978500,278.332890,0.673965
SYNTHETIC_ILLUSTRATIVE,BR-002-T01,BR-002,Branched,10,121.540000,78.757920,0.648000,151.410000,110.379230,0.729009,45.320000,29.912002,0.660018,111.394500,10.741612,59.787899,429.664500,289.578664,0.673965
SYNTHETIC_ILLUSTRATIVE,BR-002-T02,BR-002,Branched,1,40.740000,26.236560,0.644000,164.900000,119.553959,0.725009,70.810000,46.452613,0.656018,96.757500,9.330188,56.299852,373.207500,257.873172,0.690965
SYNTHETIC_ILLUSTRATIVE,BR-002-T02,BR-002,Branched,2,42.420000,27.318480,0.644000,171.700000,124.484019,0.725009,73.730000,48.368185,0.656018,100.747500,9.714938,58.621495,388.597500,268.507117,0.690965
SYNTHETIC_ILLUSTRATIVE,BR-002-T02,BR-002,Branched,3,40.320000,25.966080,0.644000,163.200000,118.321444,0.725009,70.080000,45.973720,0.656018,95.760000,9.234000,55.719441,369.360000,255.214685,0.690965
SYNTHETIC_ILLUSTRATIVE,BR-002-T02,BR-002,Branched,4,42.000000,27.048000,0.644000,170.000000,123.251504,0.725009,73.000000,47.889292,0.656018,99.750000,9.618750,58.041084,384.750000,265.848631,0.690965
SYNTHETIC_ILLUSTRATIVE,BR-002-T02,BR-002,Branched,5,43.680000,28.129920,0.644000,176.800000,128.181565,0.725009,75.920000,49.804864,0.656018,103.740000,10.003500,60.362727,400.140000,276.482576,0.690965
SYNTHETIC_ILLUSTRATIVE,BR-002-T02,BR-002,Branched,6,41.580000,26.777520,0.644000,168.300000,122.018989,0.725009,72.270000,47.410399,0.656018,98.752500,9.522562,57.460673,380.902500,263.190144,0.690965
SYNTHETIC_ILLUSTRATIVE,BR-002-T02,BR-002,Branched,7,43.260000,27.859440,0.644000,175.100000,126.949050,0.725009,75.190000,49.325971,0.656018,102.742500,9.907312,59.782317,396.292500,273.824089,0.690965
SYNTHETIC_ILLUSTRATIVE,BR-002-T02,BR-002,Branched,8,41.160000,26.507040,0.644000,166.600000,120.786474,0.725009,71.540000,46.931506,0.656018,97.755000,9.426375,56.880262,377.055000,260.531658,0.690965
SYNTHETIC_ILLUSTRATIVE,BR-002-T02,BR-002,Branched,9,42.840000,27.588960,0.644000,173.400000,125.716535,0.725009,74.460000,48.847078,0.656018,101.745000,9.811125,59.201906,392.445000,271.165603,0.690965
SYNTHETIC_ILLUSTRATIVE,BR-002-T02,BR-002,Branched,10,40.740000,26.236560,0.644000,164.900000,119.553959,0.725009,70.810000,46.452613,0.656018,96.757500,9.330188,56.299852,373.207500,257.873172,0.690965
SYNTHETIC_ILLUSTRATIVE,BR-002-T03,BR-002,Branched,1,61.000000,40.321000,0.661000,68.000000,49.028602,0.721009,102.000000,66.505805,0.652018,80.850000,7.796250,50.578254,311.850000,214.229911,0.686965
SYNTHETIC_ILLUSTRATIVE,BR-002-T03,BR-002,Branched,2,63.440000,41.933840,0.661000,70.720000,50.989746,0.721009,106.080000,69.166038,0.652018,84.084000,8.108100,52.601384,324.324000,222.799108,0.686965
SYNTHETIC_ILLUSTRATIVE,BR-002-T03,BR-002,Branched,3,60.390000,39.917790,0.661000,67.320000,48.538316,0.721009,100.980000,65.840747,0.652018,80.041500,7.718288,50.072471,308.731500,212.087612,0.686965
SYNTHETIC_ILLUSTRATIVE,BR-002-T03,BR-002,Branched,4,62.830000,41.530630,0.661000,70.040000,50.499460,0.721009,105.060000,68.500979,0.652018,83.275500,8.030138,52.095602,321.205500,220.656808,0.686965
SYNTHETIC_ILLUSTRATIVE,BR-002-T03,BR-002,Branched,5,59.780000,39.514580,0.661000,66.640000,48.048030,0.721009,99.960000,65.175689,0.652018,79.233000,7.640325,49.566689,305.613000,209.945313,0.686965
SYNTHETIC_ILLUSTRATIVE,BR-002-T03,BR-002,Branched,6,62.220000,41.127420,0.661000,69.360000,50.009174,0.721009,104.040000,67.835921,0.652018,82.467000,7.952175,51.589819,318.087000,218.514509,0.686965
SYNTHETIC_ILLUSTRATIVE,BR-002-T03,BR-002,Branched,7,59.170000,39.111370,0.661000,65.960000,47.557744,0.721009,98.940000,64.510631,0.652018,78.424500,7.562362,49.060906,302.494500,207.803014,0.686965
SYNTHETIC_ILLUSTRATIVE,BR-002-T03,BR-002,Branched,8,61.610000,40.724210,0.661000,68.680000,49.518888,0.721009,103.020000,67.170863,0.652018,81.658500,7.874212,51.084037,314.968500,216.372210,0.686965
SYNTHETIC_ILLUSTRATIVE,BR-002-T03,BR-002,Branched,9,58.560000,38.708160,0.661000,65.280000,47.067458,0.721009,97.920000,63.845573,0.652018,77.616000,7.484400,48.555124,299.376000,205.660715,0.686965
SYNTHETIC_ILLUSTRATIVE,BR-002-T03,BR-002,Branched,10,61.000000,40.321000,0.661000,68.000000,49.028602,0.721009,102.000000,66.505805,0.652018,80.850000,7.796250,50.578254,311.850000,214.229911,0.686965
SYNTHETIC_ILLUSTRATIVE,BR-002-T04,BR-002,Branched,1,82.400000,54.136800,0.657000,93.730000,67.205239,0.717009,134.930000,90.270558,0.669018,108.871000,10.498275,64.687136,419.931000,286.798008,0.682965
SYNTHETIC_ILLUSTRATIVE,BR-002-T04,BR-002,Branched,2,78.400000,51.508800,0.657000,89.180000,63.942849,0.717009,128.380000,85.888492,0.669018,103.586000,9.988650,61.546983,399.546000,272.875775,0.682965
SYNTHETIC_ILLUSTRATIVE,BR-002-T04,BR-002,Branched,3,81.600000,53.611200,0.657000,92.820000,66.552761,0.717009,133.620000,89.394145,0.669018,107.814000,10.396350,64.059105,415.854000,284.013562,0.682965
SYNTHETIC_ILLUSTRATIVE,BR-002-T04,BR-002,Branched,4,77.600000,50.983200,0.657000,88.270000,63.290371,0.717009,127.070000,85.012079,0.669018,102.529000,9.886725,60.918953,395.469000,270.091328,0.682965
SYNTHETIC_ILLUSTRATIVE,BR-002-T04,BR-002,Branched,5,80.800000,53.085600,0.657000,91.910000,65.900283,0.717009,132.310000,88.517732,0.669018,106.757000,10.294425,63.431075,411.777000,281.229115,0.682965
SYNTHETIC_ILLUSTRATIVE,BR-002-T04,BR-002,Branched,6,76.800000,50.457600,0.657000,87.360000,62.637893,0.717009,125.760000,84.135666,0.669018,101.472000,9.784800,60.290922,391.392000,267.306881,0.682965
SYNTHETIC_ILLUSTRATIVE,BR-002-T04,BR-002,Branched,7,80.000000,52.560000,0.657000,91.000000,65.247805,0.717009,131.000000,87.641319,0.669018,105.700000,10.192500,62.803044,407.700000,278.444668,0.682965
SYNTHETIC_ILLUSTRATIVE,BR-002-T04,BR-002,Branched,8,83.200000,54.662400,0.657000,94.640000,67.857718,0.717009,136.240000,91.146971,0.669018,109.928000,10.600200,65.315166,424.008000,289.582455,0.682965
SYNTHETIC_ILLUSTRATIVE,BR-002-T04,BR-002,Branched,9,79.200000,52.034400,0.657000,90.090000,64.595327,0.717009,129.690000,86.764905,0.669018,104.643000,10.090575,62.175014,403.623000,275.660221,0.682965
SYNTHETIC_ILLUSTRATIVE,BR-002-T04,BR-002,Branched,10,82.400000,54.136800,0.657000,93.730000,67.205239,0.717009,134.930000,90.270558,0.669018,108.871000,10.498275,64.687136,419.931000,286.798008,0.682965
SYNTHETIC_ILLUSTRATIVE,BR-003-T01,BR-003,Branched,1,96.030000,62.707590,0.653000,110.580000,78.844519,0.713009,48.500000,32.253358,0.665018,89.288500,8.609962,51.418961,344.398500,233.834390,0.678965
SYNTHETIC_ILLUSTRATIVE,BR-003-T01,BR-003,Branched,2,99.990000,65.293470,0.653000,115.140000,82.095839,0.713009,50.500000,33.583394,0.665018,92.970500,8.965012,53.539330,358.600500,243.477046,0.678965
SYNTHETIC_ILLUSTRATIVE,BR-003-T01,BR-003,Branched,3,95.040000,62.061120,0.653000,109.440000,78.031688,0.713009,48.000000,31.920850,0.665018,88.368000,8.521200,50.888869,340.848000,231.423727,0.678965
SYNTHETIC_ILLUSTRATIVE,BR-003-T01,BR-003,Branched,4,99.000000,64.647000,0.653000,114.000000,81.283009,0.713009,50.000000,33.250885,0.665018,92.050000,8.876250,53.009238,355.050000,241.066382,0.678965
SYNTHETIC_ILLUSTRATIVE,BR-003-T01,BR-003,Branched,5,102.960000,67.232880,0.653000,118.560000,84.534329,0.713009,52.000000,34.580920,0.665018,95.732000,9.231300,55.129608,369.252000,250.709037,0.678965
SYNTHETIC_ILLUSTRATIVE,BR-003-T01,BR-003,Branched,6,98.010000,64.000530,0.653000,112.860000,80.470179,0.713009,49.500000,32.918376,0.665018,91.129500,8.787488,52.479146,351.499500,238.655718,0.678965
SYNTHETIC_ILLUSTRATIVE,BR-003-T01,BR-003,Branched,7,101.970000,66.586410,0.653000,117.420000,83.721499,0.713009,51.500000,34.248412,0.665018,94.811500,9.142538,54.599515,365.701500,248.298373,0.678965
SYNTHETIC_ILLUSTRATIVE,BR-003-T01,BR-003,Branched,8,97.020000,63.354060,0.653000,111.720000,79.657349,0.713009,49.000000,32.585867,0.665018,90.209000,8.698725,51.949053,347.949000,236.245054,0.678965
SYNTHETIC_ILLUSTRATIVE,BR-003-T01,BR-003,Branched,9,100.980000,65.939940,0.653000,116.280000,82.908669,0.713009,51.000000,33.915903,0.665018,93.891000,9.053775,54.069423,362.151000,245.887709,0.678965
SYNTHETIC_ILLUSTRATIVE,BR-003-T01,BR-003,Branched,10,96.030000,62.707590,0.653000,110.580000,78.844519,0.713009,48.500000,32.253358,0.665018,89.288500,8.609962,51.418961,344.398500,233.834390,0.678965
SYNTHETIC_ILLUSTRATIVE,BR-003-T02,BR-003,Branched,1,118.000000,76.582000,0.649000,137.000000,100.011212,0.730009,79.000000,52.220398,0.661018,116.900000,11.272500,64.255428,450.900000,304.341539,0.674965
SYNTHETIC_ILLUSTRATIVE,BR-003-T02,BR-003,Branched,2,122.720000,79.645280,0.649000,142.480000,104.011661,0.730009,82.160000,54.309214,0.661018,121.576000,11.723400,66.825645,468.936000,316.515200,0.674965
SYNTHETIC_ILLUSTRATIVE,BR-003-T02,BR-003,Branched,3,116.820000,75.816180,0.649000,135.630000,99.011100,0.730009,78.210000,51.698194,0.661018,115.731000,11.159775,63.612874,446.391000,301.298124,0.674965
SYNTHETIC_ILLUSTRATIVE,BR-003-T02,BR-003,Branched,4,121.540000,78.879460,0.649000,141.110000,103.011549,0.730009,81.370000,53.787010,0.661018,120.407000,11.610675,66.183091,464.427000,313.471785,0.674965
SYNTHETIC_ILLUSTRATIVE,BR-003-T02,BR-003,Branched,5,115.640000,75.050360,0.649000,134.260000,98.010988,0.730009,77.420000,51.175990,0.661018,114.562000,11.047050,62.970320,441.882000,298.254708,0.674965
SYNTHETIC_ILLUSTRATIVE,BR-003-T02,BR-003,Branched,6,120.360000,78.113640,0.649000,139.740000,102.011437,0.730009,80.580000,53.264806,0.661018,119.238000,11.497950,65.540537,459.918000,310.428370,0.674965
SYNTHETIC_ILLUSTRATIVE,BR-003-T02,BR-003,Branched,7,114.460000,74.284540,0.649000,132.890000,97.010876,0.730009,76.630000,50.653786,0.661018,113.393000,10.934325,62.327765,437.373000,295.211293,0.674965
SYNTHETIC_ILLUSTRATIVE,BR-003-T02,BR-003,Branched,8,119.180000,77.347820,0.649000,138.370000,101.011325,0.730009,79.790000,52.742602,0.661018,118.069000,11.385225,64.897983,455.409000,307.384954,0.674965
SYNTHETIC_ILLUSTRATIVE,BR-003-T02,BR-003,Branched,9,113.280000,73.518720,0.649000,131.520000,96.010764,0.730009,75.840000,50.131582,0.661018,112.224000,10.821600,61.685211,432.864000,292.167877,0.674965
SYNTHETIC_ILLUSTRATIVE,BR-003-T02,BR-003,Branched,10,118.000000,76.582000,0.649000,137.000000,100.011212,0.730009,79.000000,52.220398,0.661018,116.900000,11.272500,64.255428,450.900000,304.341539,0.674965
SYNTHETIC_ILLUSTRATIVE,BR-003-T03,BR-003,Branched,1,43.260000,27.902700,0.645000,164.800000,119.646258,0.726009,111.240000,73.086649,0.657018,111.755000,10.776375,66.862819,431.055000,298.274801,0.691965
SYNTHETIC_ILLUSTRATIVE,BR-003-T03,BR-003,Branched,2,41.160000,26.548200,0.645000,156.800000,113.838188,0.726009,105.840000,69.538753,0.657018,106.330000,10.253250,63.617051,410.130000,283.795442,0.691965
SYNTHETIC_ILLUSTRATIVE,BR-003-T03,BR-003,Branched,3,42.840000,27.631800,0.645000,163.200000,118.484644,0.726009,110.160000,72.377070,0.657018,110.670000,10.671750,66.213666,426.870000,295.378930,0.691965
SYNTHETIC_ILLUSTRATIVE,BR-003-T03,BR-003,Branched,4,40.740000,26.277300,0.645000,155.200000,112.676573,0.726009,104.760000,68.829174,0.657018,105.245000,10.148625,62.967898,405.945000,280.899570,0.691965
SYNTHETIC_ILLUSTRATIVE,BR-003-T03,BR-003,Branched,5,42.420000,27.360900,0.645000,161.600000,117.323030,0.726009,109.080000,71.667491,0.657018,109.585000,10.567125,65.564512,422.685000,292.483058,0.691965
SYNTHETIC_ILLUSTRATIVE,BR-003-T03,BR-003,Branched,6,40.320000,26.006400,0.645000,153.600000,111.514959,0.726009,103.680000,68.119595,0.657018,104.160000,10.044000,62.318744,401.760000,278.003698,0.691965
SYNTHETIC_ILLUSTRATIVE,BR-003-T03,BR-003,Branched,7,42.000000,27.090000,0.645000,160.000000,116.161416,0.726009,108.000000,70.957912,0.657018,108.500000,10.462500,64.915358,418.500000,289.587186,0.691965
SYNTHETIC_ILLUSTRATIVE,BR-003-T03,BR-003,Branched,8,43.680000,28.173600,0.645000,166.400000,120.807873,0.726009,112.320000,73.796228,0.657018,112.840000,10.881000,67.511973,435.240000,301.170673,0.691965
SYNTHETIC_ILLUSTRATIVE,BR-003-T03,BR-003,Branched,9,41.580000,26.819100,0.645000,158.400000,114.999802,0.726009,106.920000,70.248332,0.657018,107.415000,10.357875,64.266205,414.315000,286.691314,0.691965
SYNTHETIC_ILLUSTRATIVE,BR-003-T03,BR-003,Branched,10,43.260000,27.902700,0.645000,164.800000,119.646258,0.726009,111.240000,73.086649,0.657018,111.755000,10.776375,66.862819,431.055000,298.274801,0.691965
SYNTHETIC_ILLUSTRATIVE,BR-003-T04,BR-003,Branched,1,59.170000,39.170540,0.662000,56.260000,40.620218,0.722009,132.890000,86.779522,0.653018,86.912000,8.380800,55.676669,335.232000,230.627749,0.687965
SYNTHETIC_ILLUSTRATIVE,BR-003-T04,BR-003,Branched,2,61.610000,40.785820,0.662000,58.580000,42.295278,0.722009,138.370000,90.358059,0.653018,90.496000,8.726400,57.972615,349.056000,240.138172,0.687965
SYNTHETIC_ILLUSTRATIVE,BR-003-T04,BR-003,Branched,3,58.560000,38.766720,0.662000,55.680000,40.201453,0.722009,131.520000,85.884888,0.653018,86.016000,8.294400,55.102683,331.776000,228.250144,0.687965
SYNTHETIC_ILLUSTRATIVE,BR-003-T04,BR-003,Branched,4,61.000000,40.382000,0.662000,58.000000,41.876513,0.722009,137.000000,89.463425,0.653018,89.600000,8.640000,57.398628,345.600000,237.760566,0.687965
SYNTHETIC_ILLUSTRATIVE,BR-003-T04,BR-003,Branched,5,63.440000,41.997280,0.662000,60.320000,43.551574,0.722009,142.480000,93.041962,0.653018,93.184000,8.985600,59.694573,359.424000,247.270989,0.687965
SYNTHETIC_ILLUSTRATIVE,BR-003-T04,BR-003,Branched,6,60.390000,39.978180,0.662000,57.420000,41.457748,0.722009,135.630000,88.568791,0.653018,88.704000,8.553600,56.824642,342.144000,235.382961,0.687965
SYNTHETIC_ILLUSTRATIVE,BR-003-T04,BR-003,Branched,7,62.830000,41.593460,0.662000,59.740000,43.132809,0.722009,141.110000,92.147328,0.653018,92.288000,8.899200,59.120587,355.968000,244.893383,0.687965
SYNTHETIC_ILLUSTRATIVE,BR-003-T04,BR-003,Branched,8,59.780000,39.574360,0.662000,56.840000,41.038983,0.722009,134.260000,87.674156,0.653018,87.808000,8.467200,56.250656,338.688000,233.005355,0.687965
SYNTHETIC_ILLUSTRATIVE,BR-003-T04,BR-003,Branched,9,62.220000,41.189640,0.662000,59.160000,42.714044,0.722009,139.740000,91.252693,0.653018,91.392000,8.812800,58.546601,352.512000,242.515778,0.687965
